Record Type,VIN,Registration Class,City,State,Zip,County,Model Year,Make,Body Type,Fuel Type,Unladen Weight,Maximum Gross Weight,Passengers,Reg Valid Date,Reg Expiration Date,Color,Scofflaw Indicator,Suspension Indicator,Revocation Indicator
VEH ,5YJSA1E27HF186087,PAS,HARRISON       ,NY,10528,WESTCHESTER ,2017,TESLA,4DSD,ELECTRIC,4726,,,04/12/2017,03/26/2019,RD   ,N,N,N
VEH ,5YJSA1E27HF186011,PAS,WARWICK        ,NY,10990,ORANGE      ,2017,TESLA,4DSD,ELECTRIC,4638,,,05/02/2018,02/16/2019,BL   ,N,N,N
VEH ,5YJSA1E27HF184520,PAS,POUGHQUAG      ,NY,12570,DUTCHESS    ,2017,TESLA,4DSD,ELECTRIC,4726,,,03/01/2017,02/28/2019,GY   ,N,N,N
VEH ,5YJSA1E27HF184503,PAS,STATEN ISLAND  ,NY,10314,RICHMOND    ,2017,TESLA,4DSD,ELECTRIC,4638,,,03/20/2017,03/19/2019,GY   ,N,N,N
VEH ,5YJSA1E27HF183769,PAS,STATEN ISLAND  ,NY,10307,RICHMOND    ,2017,TESLA,4DSD,ELECTRIC,4638,,,03/16/2017,03/15/2019,RD   ,N,N,N
VEH ,5YJSA1E27HF183559,PAS,BRONX          ,NY,10475,BRONX       ,2017,TESLA,4DSD,ELECTRIC,4638,,,03/18/2017,03/17/2019,BK   ,N,N,N
VEH ,5YJSA1E27HF183397,PAS,HUNTINGTON     ,NY,11743,SUFFOLK     ,2017,TESLA,4DSD,ELECTRIC,4726,,,02/22/2017,02/21/2019,BL   ,N,N,N
VEH ,5YJSA1E27HF182234,PAS,FOREST HILLS   ,NY,11375,QUEENS      ,2017,TESLA,4DSD,ELECTRIC,4726,,,08/28/2017,09/20/2019,BK   ,N,Y,N
VEH ,5YJSA1E27HF181987,PAS,LARCHMONT      ,NY,10538,WESTCHESTER ,2017,TESLA,4DSD,ELECTRIC,4726,,,04/24/2018,07/04/2020,GY   ,N,N,N
VEH ,5YJSA1E27HF180337,PAS,COLD SPRING    ,NY,10516,PUTNAM      ,2017,TESLA,4DSD,ELECTRIC,4726,,,07/22/2018,08/28/2020,GY   ,N,N,N
VEH ,5YJSA1E27HF178670,PAS,GUILDERLAND    ,NY,12084,ALBANY      ,2017,TESLA,4DSD,ELECTRIC,4726,,,09/25/2017,11/10/2019,BK   ,N,N,N
VEH ,5YJSA1E27HF176840,PAS,W HAMPTON BCH  ,NY,11978,SUFFOLK     ,2017,TESLA,4DSD,ELECTRIC,4638,,,01/12/2018,11/14/2019,GY   ,N,N,N
VEH ,5YJSA1E27GF176867,PAS,TUCKAHOE       ,NY,10707,WESTCHESTER ,2016,TESLA,4DSD,ELECTRIC,4638,,,01/22/2018,01/05/2019,BL   ,N,N,N
VEH ,5YJSA1E27GF176660,PAS,NEW YORK       ,NY,10128,NEW YORK    ,2016,TESLA,4DSD,ELECTRIC,4638,,,12/30/2016,12/29/2018,GY   ,N,N,N
VEH ,5YJSA1E27GF176013,PAS,NEW YORK       ,NY,10003,NEW YORK    ,2016,TESLA,4DSD,ELECTRIC,4638,,,09/25/2018,12/30/2020,WH   ,N,N,N
VEH ,5YJSA1E27GF175315,PAS,COMMACK        ,NY,11725,SUFFOLK     ,2016,TESLA,4DSD,ELECTRIC,4638,,,12/23/2016,12/22/2018,RD   ,N,N,N
VEH ,5YJSA1E27GF175038,PAS,BROOKLYN       ,NY,11223,KINGS       ,2016,TESLA,4DSD,ELECTRIC,4638,,,12/17/2016,12/16/2018,GY   ,N,N,N
VEH ,5YJSA1E27GF174438,PAS,NEW YORK       ,NY,10013,NEW YORK    ,2016,TESLA,4DSD,ELECTRIC,4726,,,05/06/2018,06/24/2020,GY   ,N,N,N
VEH ,5YJSA1E27GF170860,PAS,NEW YORK CITY  ,NY,10013,NEW YORK    ,2016,TESLA,4DSD,ELECTRIC,4726,,,12/15/2016,12/31/2018,BK   ,N,N,N
VEH ,5YJSA1E27GF169630,PAS,CHAPPAQUA      ,NY,10514,WESTCHESTER ,2016,TESLA,4DSD,ELECTRIC,4726,,,05/21/2017,06/13/2019,GY   ,N,N,N
VEH ,5YJSA1E27GF169031,PAS,THORNWOOD      ,NY,10594,WESTCHESTER ,2016,TESLA,4DSD,ELECTRIC,4638,,,02/22/2017,12/30/2018,GY   ,N,N,N
VEH ,5YJSA1E27GF168896,PAS,PT WASHINGTON  ,NY,11050,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4638,,,07/16/2018,06/14/2020,GY   ,N,N,N
VEH ,5YJSA1E27GF168400,PAS,BAY SHORE      ,NY,11706,SUFFOLK     ,2016,TESLA,4DSD,ELECTRIC,4638,,,02/04/2017,02/03/2019,BK   ,N,N,N
VEH ,5YJSA1E27GF168221,PAS,SCHENECTADY    ,NY,12306,SCHENECTADY ,2016,TESLA,4DSD,ELECTRIC,4726,,,12/30/2016,12/29/2018,BL   ,N,N,N
VEH ,5YJSA1E27GF167649,PAS,EAST MEADOW    ,NY,11554,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4726,,,03/31/2017,03/30/2019,WH   ,N,N,N
VEH ,5YJSA1E27GF167621,PAS,WOODBURY       ,NY,11797,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4726,,,01/17/2018,03/09/2019,BK   ,N,N,N
VEH ,5YJSA1E27GF162340,PAS,CLARENCE       ,NY,14031,ERIE        ,2016,TESLA,4DSD,ELECTRIC,4638,,,08/28/2018,10/10/2020,BL   ,N,N,N
VEH ,5YJSA1E27GF160961,PAS,MASSAPEQUA     ,NY,11762,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4638,,,03/02/2017,04/15/2019,BK   ,N,N,N
VEH ,5YJSA1E27GF158806,PAS,SYOSSET        ,NY,11791,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4638,,,04/13/2018,05/29/2020,GY   ,N,N,N
VEH ,5YJSA1E27GF157705,PAS,WOODBURY       ,NY,11797,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4726,,,09/06/2018,09/23/2020,WH   ,N,N,N
VEH ,5YJSA1E27GF157347,PAS,BAYSIDE        ,NY,11360,QUEENS      ,2016,TESLA,4DSD,ELECTRIC,4726,,,02/23/2018,03/13/2020,BL   ,N,N,N
VEH ,5YJSA1E27GF156344,PAS,BEDFORD CRNERS ,NY,10549,WESTCHESTER ,2016,TESLA,4DSD,ELECTRIC,4726,,,08/23/2017,10/10/2019,BK   ,N,N,N
VEH ,5YJSA1E27GF155999,PAS,NEW YORK       ,NY,10002,NEW YORK    ,2016,TESLA,4DSD,ELECTRIC,4726,,,04/13/2018,06/29/2020,GY   ,N,N,N
VEH ,5YJSA1E27GF153962,PAS,MANHASSET      ,NY,11030,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4726,,,04/09/2018,05/20/2020,GY   ,N,N,N
VEH ,5YJSA1E27GF153864,PAS,PURCHASE       ,NY,10577,WESTCHESTER ,2016,TESLA,4DSD,ELECTRIC,4638,,,08/08/2018,09/13/2020,BK   ,N,N,N
VEH ,5YJSA1E27GF153721,PAS,BROOKLYN       ,NY,11234,KINGS       ,2016,TESLA,4DSD,ELECTRIC,4726,,,04/17/2018,06/07/2020,WH   ,N,N,N
VEH ,5YJSA1E27GF153511,PAS,CHAPPAQUA      ,NY,10514,WESTCHESTER ,2016,TESLA,4DSD,ELECTRIC,4726,,,04/17/2017,06/14/2019,GY   ,N,N,N
VEH ,5YJSA1E27GF150950,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2016,TESLA,4DSD,ELECTRIC,4736,,,08/21/2018,08/31/2020,WH   ,N,N,N
VEH ,5YJSA1E27GF150768,PAS,MAMARONECK     ,NY,10543,WESTCHESTER ,2016,TESLA,4DSD,ELECTRIC,4638,,,05/16/2017,07/01/2019,GY   ,N,N,N
VEH ,5YJSA1E27GF150527,PAS,WILLISTON PARK ,NY,11596,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4638,,,04/09/2018,05/22/2020,BL   ,N,N,N
VEH ,5YJSA1E27GF150401,PAS,NEW YORK       ,NY,10021,NEW YORK    ,2016,TESLA,4DSD,ELECTRIC,4638,,,08/07/2018,09/08/2020,GY   ,N,N,N
VEH ,5YJSA1E27GF150334,PAS,PURCHASE       ,NY,10577,WESTCHESTER ,2016,TESLA,4DSD,ELECTRIC,4647,,,05/23/2018,08/03/2020,BL   ,N,N,N
VEH ,5YJSA1E27GF149393,PAS,STATEN ISLAND  ,NY,10304,RICHMOND    ,2016,TESLA,4DSD,ELECTRIC,4647,,,05/02/2018,01/22/2020,RD   ,N,N,N
VEH ,5YJSA1E27GF149376,PAS,ALBANY         ,NY,12205,ALBANY      ,2016,TESLA,4DSD,ELECTRIC,4638,,,07/21/2018,09/09/2020,RD   ,N,N,N
VEH ,5YJSA1E27GF148387,PAS,NEW CITY       ,NY,10956,ROCKLAND    ,2016,TESLA,4DSD,ELECTRIC,4647,,,06/05/2018,07/12/2020,WH   ,N,N,N
VEH ,5YJSA1E27GF146767,PAS,BROOKLYN       ,NY,11249,KINGS       ,2016,TESLA,4DSD,ELECTRIC,4736,,,07/21/2018,08/11/2020,GY   ,N,N,N
VEH ,5YJSA1E27GF144565,PAS,MAMARONECK     ,NY,10543,WESTCHESTER ,2016,TESLA,4DSD,ELECTRIC,4647,,,07/07/2018,07/03/2020,BK   ,N,N,N
VEH ,5YJSA1E27GF144467,PAS,MANHASSET      ,NY,11030,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4736,,,04/23/2018,05/06/2020,BL   ,N,N,N
VEH ,5YJSA1E27GF144128,PAS,MEDFORD        ,NY,11763,SUFFOLK     ,2016,TESLA,4DSD,ELECTRIC,4736,,,06/29/2018,04/18/2020,WH   ,N,N,N
VEH ,5YJSA1E27GF143013,PAS,ELMSFORD       ,NY,10523,WESTCHESTER ,2016,TESLA,4DSD,ELECTRIC,4647,,,05/22/2018,06/19/2020,GY   ,N,N,N
VEH ,5YJSA1E27GF142718,PAS,LAUREL HOLLOW  ,NY,11791,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4736,,,05/07/2018,06/24/2020,WH   ,N,N,N
VEH ,5YJSA1E27GF142038,PAS,LOCUST VALLEY  ,NY,11560,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4736,,,05/07/2018,06/28/2020,GY   ,N,N,N
VEH ,5YJSA1E27GF141679,PAS,GLEN HEAD      ,NY,11545,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4647,,,02/27/2017,02/26/2019,GY   ,N,N,N
VEH ,5YJSA1E27GF139057,PAS,WEST HARRISON  ,NY,10604,WESTCHESTER ,2016,TESLA,4DSD,ELECTRIC,4647,,,04/06/2018,05/24/2020,RD   ,N,N,N
VEH ,5YJSA1E27GF138913,PAS,RYE            ,NY,10580,WESTCHESTER ,2016,TESLA,4DSD,ELECTRIC,4647,,,04/30/2018,04/09/2020,GY   ,N,N,N
VEH ,5YJSA1E27GF138541,PAS,PIERMONT       ,NY,10968,ROCKLAND    ,2016,TESLA,4DSD,ELECTRIC,4647,,,03/28/2018,06/10/2020,GY   ,N,N,N
VEH ,5YJSA1E27GF134893,PAS,HICKSVILLE     ,NY,11801,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4588,,,04/25/2018,06/15/2020,GY   ,N,N,N
VEH ,5YJSA1E27GF134554,PAS,HARRISON       ,NY,10528,WESTCHESTER ,2016,TESLA,4DSD,ELECTRIC,4638,,,02/05/2017,04/29/2019,RD   ,N,N,N
VEH ,5YJSA1E27GF132643,PAS,NEW YORK       ,NY,10028,NEW YORK    ,2016,TESLA,4DSD,ELECTRIC,4647,,,03/13/2018,03/12/2020,GY   ,N,N,N
VEH ,5YJSA1E27GF132366,PAS,MERRICK        ,NY,11566,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4806,,,01/01/2018,03/23/2020,RD   ,N,N,N
VEH ,5YJSA1E27GF131945,PAS,IRVINGTON      ,NY,10533,WESTCHESTER ,2016,TESLA,4DSD,ELECTRIC,4740,,,02/26/2018,04/05/2020,BL   ,N,N,N
VEH ,5YJSA1E27GF130648,PAS,FARMINGVILLE   ,NY,11738,SUFFOLK     ,2016,TESLA,4DSD,ELECTRIC,4588,,,05/11/2018,04/30/2020,WH   ,N,N,N
VEH ,5YJSA1E27GF129807,PAS,GREAT NECK     ,NY,11020,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4736,,,07/13/2018,06/20/2020,WH   ,N,N,N
VEH ,5YJSA1E27GF129421,PAS,ROSLYN         ,NY,11576,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4806,,,02/12/2018,03/28/2020,GY   ,N,N,N
VEH ,5YJSA1E27GF129242,PAS,IRVINGTON      ,NY,10533,WESTCHESTER ,2016,TESLA,4DSD,ELECTRIC,4588,,,03/26/2018,03/23/2020,GY   ,N,N,N
VEH ,5YJSA1E27GF129189,PAS,SANDS POINT    ,NY,11050,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4588,,,03/25/2018,03/10/2020,WH   ,N,N,N
VEH ,5YJSA1E27GF128737,PAS,BLAUVELT       ,NY,10913,ROCKLAND    ,2016,TESLA,4DSD,ELECTRIC,4736,,,05/24/2018,06/03/2020,BL   ,N,N,N
VEH ,5YJSA1E27GF128480,PAS,SCARSDALE      ,NY,10583,WESTCHESTER ,2016,TESLA,4DSD,ELECTRIC,4806,,,01/02/2018,03/30/2020,GY   ,N,N,N
VEH ,5YJSA1E27GF126311,PAS,RYE BROOK      ,NY,10573,WESTCHESTER ,2016,TESLA,4DSD,ELECTRIC,4806,,,11/01/2016,01/23/2019,WH   ,N,N,N
VEH ,5YJSA1E27GF126308,PAS,BRONXVILLE     ,NY,10708,WESTCHESTER ,2016,TESLA,4DSD,ELECTRIC,4860,,,02/02/2018,03/29/2020,WH   ,N,N,N
VEH ,5YJSA1E27GF125868,PAS,EAST NORWICH   ,NY,11732,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4588,,,01/31/2018,03/15/2020,BK   ,N,N,N
VEH ,5YJSA1E27GF125739,PAS,SAGAPONACK     ,NY,11962,SUFFOLK     ,2016,TESLA,4DSD,ELECTRIC,4740,,,03/18/2018,03/11/2020,BK   ,N,N,N
VEH ,5YJSA1E27GF125451,PAS,ROSLYN         ,NY,11576,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4588,,,02/26/2018,03/13/2020,BL   ,N,N,N
VEH ,5YJSA1E27GF125367,PAS,BRONXVILLE     ,NY,10708,WESTCHESTER ,2016,TESLA,4DSD,ELECTRIC,4740,,,02/07/2018,03/18/2020,BL   ,N,N,N
VEH ,5YJSA1E27GF125014,PAS,WOODMERE       ,NY,11598,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4806,,,01/23/2018,03/02/2020,BK   ,N,N,N
VEH ,5YJSA1E27GF124977,PAS,NEW YORK CITY  ,NY,10065,NEW YORK    ,2016,TESLA,4DSD,ELECTRIC,4588,,,03/21/2018,03/02/2020,GY   ,N,N,N
VEH ,5YJSA1E27GF124672,PAS,ISLAND PARK    ,NY,11558,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4588,,,04/05/2018,02/21/2020,BK   ,N,N,N
VEH ,5YJSA1E27GF124087,PAS,FLUSHING       ,NY,11354,NASSAU      ,2016,TESLA,4DSD,ELECTRIC,4588,,,01/13/2017,01/12/2019,RD   ,N,N,N
VEH ,5YJSA1E27GF123960,PAS,SIDNEY CENTER  ,NY,13839,DELAWARE    ,2016,TESLA,4DSD,ELECTRIC,4588,,,02/10/2018,03/19/2020,GY   ,N,N,N
VEH ,5YJSA1E27GF123554,PAS,EAST HAMPTON   ,NY,11937,SUFFOLK     ,2016,TESLA,4DSD,ELECTRIC,4740,,,12/30/2017,03/29/2020,GY   ,N,N,N
VEH ,5YJSA1E27FF117932,PAS,HIGHLAND MILLS ,NY,10930,ORANGE      ,2015,TESLA,4DSD,ELECTRIC,4740,,,06/11/2018,06/10/2020,GY   ,N,N,N
VEH ,5YJSA1E27FF115694,PAS,DIX HILLS      ,NY,11746,SUFFOLK     ,2015,TESLA,4DSD,ELECTRIC,4588,,,05/04/2017,06/24/2019,WH   ,N,N,N
VEH ,5YJSA1E27FF114528,PAS,SYRACUSE       ,NY,13204,ONONDAGA    ,2015,TESLA,4DSD,ELECTRIC,4806,,,10/23/2017,12/11/2019,BL   ,N,N,N
VEH ,5YJSA1E27FF111984,PAS,GREAT NECK     ,NY,11020,NASSAU      ,2015,TESLA,4DSD,ELECTRIC,4588,,,04/02/2017,05/17/2019,GY   ,N,N,N
VEH ,5YJSA1E27FF111211,PAS,SCARSDALE      ,NY,10583,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4806,,,02/01/2017,03/12/2019,GY   ,N,N,N
VEH ,5YJSA1E27FF110866,PAS,BEDFORD HILL   ,NY,10507,WESTCHESTER ,2015,TESLA,4DSD,ELECTRIC,4588,,,11/13/2017,12/31/2019,GY   ,N,N,N
VEH ,5YJSA1E27FF108339,PAS,WILLIAMSVILLE  ,NY,14221,ERIE        ,2015,TESLA,4DSD,ELECTRIC,4740,,,10/29/2017,11/04/2019,WH   ,N,N,N
VEH ,5YJSA1E27FF107837,PAS,ROCHESTER      ,NY,14623,ROCKLAND    ,2015,TESLA,4DSD,ELECTRIC,4806,,,09/01/2017,10/31/2019,GY   ,N,N,N
VEH ,5YJSA1E27FF105666,PAS,DIX HILLS      ,NY,11746,SUFFOLK     ,2015,TESLA,4DSD,ELECTRIC,4740,,,11/09/2017,12/29/2019,WH   ,N,N,N
VEH ,5YJSA1E27FF104811,PAS,HUNTINGTON     ,NY,11743,SUFFOLK     ,2015,TESLA,4DSD,ELECTRIC,4806,,,01/29/2018,03/11/2020,RD   ,N,N,N
VEH ,5YJSA1E27FF101293,PAS,ROSLYN         ,NY,11576,NASSAU      ,2015,TESLA,4DSD,ELECTRIC,4806,,,10/22/2017,09/30/2019,GY   ,N,N,N
VEH ,5YJSA1E27FF101083,PAS,PT WASHINGTON  ,NY,11050,NASSAU      ,2015,TESLA,4DSD,ELECTRIC,4740,,,01/15/2018,10/14/2019,BK   ,N,N,N
VEH ,5YJSA1E26JF275235,PAS,MALTA          ,NY,12020,SARATOGA    ,2018,TESLA,4DSD,ELECTRIC,4638,,,09/14/2018,09/13/2020,WH   ,N,N,N
VEH ,5YJSA1E26JF266874,PAS,WHITE PLAINS   ,NY,10606,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,4638,,,08/23/2018,08/22/2020,GY   ,N,N,N
VEH ,5YJSA1E26JF266812,PAS,MANHASSET      ,NY,11030,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,4638,,,07/23/2018,07/22/2020,BL   ,N,N,N
VEH ,5YJSA1E26JF265921,PAS,BRIARCLIFF MNR ,NY,10510,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,4638,,,08/29/2018,08/28/2020,RD   ,N,N,N
VEH ,5YJSA1E26JF265661,PAS,LINDENHURST    ,NY,11757,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,4930,,,08/14/2018,08/13/2020,RD   ,N,N,N
VEH ,5YJSA1E26JF264302,PAS,NEW YORK       ,NY,10021,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,4638,,,08/15/2018,08/14/2020,BK   ,N,N,N
VEH ,5YJSA1E26JF260895,PAS,NEW YORK       ,NY,10025,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,4930,,,06/27/2018,02/20/2020,GY   ,N,N,N
VEH ,5YJSA1E26JF260332,PAS,NYACK          ,NY,10960,ROCKLAND    ,2018,TESLA,4DSD,ELECTRIC,4638,,,07/21/2018,07/20/2020,BL   ,N,N,N
VEH ,5YJSA1E26JF260265,PAS,PLATTSBURGH    ,NY,12901,CLINTON     ,2018,TESLA,4DSD,ELECTRIC,4930,,,06/25/2018,06/24/2020,RD   ,N,N,N
VEH ,5YJSA1E26JF259505,PAS,OLD WESTBURY   ,NY,11568,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,4638,,,06/25/2018,06/24/2020,WH   ,N,N,N
VEH ,5YJSA1E26JF258564,PAS,WESTERNVILLE   ,NY,13486,ONEIDA      ,2018,TESLA,4DSD,ELECTRIC,4638,,,06/07/2018,06/06/2020,BL   ,N,N,N
VEH ,5YJSA1E26JF256765,PAS,LAUREL HOLLOW  ,NY,11791,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,4638,,,06/22/2018,07/09/2019,BK   ,N,N,N
VEH ,5YJSA1E26JF256748,PAS,WEBSTER        ,NY,14580,MONROE      ,2018,TESLA,4DSD,ELECTRIC,4638,,,05/31/2018,12/29/2019,GY   ,N,N,N
VEH ,5YJSA1E26JF254790,PAS,POUND RIDGE    ,NY,10576,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,4930,,,08/21/2018,06/19/2020,BK   ,N,N,N
VEH ,5YJSA1E26JF254515,PAS,SCARSDALE      ,NY,10583,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,4930,,,06/12/2018,06/11/2020,BK   ,N,N,N
VEH ,5YJSA1E26JF252439,PAS,BROOKLYN       ,NY,11234,KINGS       ,2018,TESLA,4DSD,ELECTRIC,4638,,,05/11/2018,05/31/2020,BK   ,N,N,N
VEH ,5YJSA1E26JF251601,PAS,HICKSVILLE     ,NY,11801,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,4638,,,05/11/2018,05/10/2020,GY   ,N,N,N
VEH ,5YJSA1E26JF251596,PAS,HEWLETT        ,NY,11557,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,4638,,,06/13/2018,06/12/2019,WH   ,N,N,N
VEH ,5YJSA1E26JF247760,PAS,OLD WESTBURY   ,NY,11568,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,4638,,,07/31/2018,10/21/2020,BL   ,N,N,N
VEH ,5YJSA1E26JF245149,PAS,BRIARCLIFF MNR ,NY,10510,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,4930,,,03/20/2018,03/19/2020,BK   ,N,N,N
VEH ,5YJSA1E26JF245054,PAS,SLEEPY HOLLOW  ,NY,10591,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,4930,,,03/12/2018,03/11/2020,GY   ,N,N,N
VEH ,5YJSA1E26JF244776,PAS,PLEASANTVILLE  ,NY,10570,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,4930,,,05/04/2018,05/03/2020,BK   ,N,N,N
VEH ,5YJSA1E26JF244650,PAS,PLEASANTVILLE  ,NY,10570,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,4638,,,03/15/2018,12/03/2018,WH   ,N,N,N
VEH ,5YJSA1E26JF244647,PAS,OYSTER BAY     ,NY,11771,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,4638,,,03/09/2018,04/21/2019,GY   ,N,N,N
VEH ,5YJSA1E26JF244096,PAS,GREAT NECK     ,NY,11024,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,4930,,,07/15/2018,06/29/2019,BL   ,N,N,N
VEH ,5YJSA1E26JF243434,PAS,LATTINGTOWN    ,NY,11560,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,4638,,,03/30/2018,03/29/2020,GY   ,N,N,N
VEH ,5YJSA1E26JF242560,PAS,ARMONK         ,NY,10504,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,4930,,,06/29/2018,03/31/2020,BK   ,N,N,N
VEH ,5YJSA1E26JF241487,PAS,NEW ROCHELLE   ,NY,10804,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,4638,,,02/16/2018,02/15/2020,BK   ,N,N,N
VEH ,5YJSA1E26JF241439,PAS,GREENLAWN      ,NY,11740,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,4638,,,03/23/2018,12/17/2019,GY   ,N,N,N
VEH ,5YJSA1E26HF230421,PAS,AMHERST        ,NY,14228,ERIE        ,2017,TESLA,4DSD,ELECTRIC,4638,,,12/29/2017,08/16/2019,RD   ,N,N,N
VEH ,5YJSA1E26HF230340,PAS,ROSLYN         ,NY,11576,NASSAU      ,2017,TESLA,4DSD,ELECTRIC,4930,,,12/31/2017,12/30/2019,BL   ,N,N,N
VEH ,5YJSA1E26HF230029,PAS,HOPEWELL JCTN  ,NY,12533,DUTCHESS    ,2017,TESLA,4DSD,ELECTRIC,4930,,,03/28/2018,03/27/2020,RD   ,N,N,N
VEH ,5YJSA1E26HF229866,PAS,ROCHESTER      ,NY,14610,MONROE      ,2017,TESLA,4DSD,ELECTRIC,4638,,,03/27/2018,12/15/2019,BK   ,N,N,N
VEH ,5YJSA1E26HF224635,PAS,STATEN ISLAND  ,NY,10306,RICHMOND    ,2017,TESLA,4DSD,ELECTRIC,4930,,,12/28/2017,12/27/2019,WH   ,N,N,N
VEH ,5YJSA1E26HF222285,PAS,HARTSDALE      ,NY,10530,WESTCHESTER ,2017,TESLA,4DSD,ELECTRIC,4930,,,11/22/2017,11/21/2019,BL   ,N,N,N
VEH ,5YJSA1E26HF222271,PAS,OYSTER BAY     ,NY,11771,NASSAU      ,2017,TESLA,4DSD,ELECTRIC,4930,,,12/08/2017,12/07/2019,BK   ,N,N,N
VEH ,5YJSA1E26HF222237,PAS,LAWRENCE       ,NY,11559,NASSAU      ,2017,TESLA,4DSD,ELECTRIC,4930,,,11/08/2017,11/07/2019,BK   ,N,N,N
VEH ,5YJSA1E26HF219306,PAS,RYE            ,NY,10580,WESTCHESTER ,2017,TESLA,4DSD,ELECTRIC,4930,,,11/02/2017,04/29/2019,GY   ,N,N,N
VEH ,5YJSA1E26HF218835,PAS,BEDFORD HILLS  ,NY,10507,WESTCHESTER ,2017,TESLA,4DSD,ELECTRIC,4638,,,06/04/2018,07/21/2020,GY   ,N,N,N
VEH ,5YJSA1E26HF218351,PAS,MELVILLE       ,NY,11747,SUFFOLK     ,2017,TESLA,4DSD,ELECTRIC,4638,,,09/29/2017,09/30/2019,RD   ,N,N,N
VEH ,5YJSA1E26HF218334,PAS,WEST HARRISON  ,NY,10604,WESTCHESTER ,2017,TESLA,4DSD,ELECTRIC,4638,,,09/27/2017,09/26/2019,GY   ,N,N,N
VEH ,5YJSA1E26HF217331,PAS,RONKONKOMA     ,NY,11779,SUFFOLK     ,2017,TESLA,4DSD,ELECTRIC,4930,,,12/19/2017,12/31/2019,BL   ,N,N,N
VEH ,5YJSA1E26HF216101,PAS,SOUTH SALEM    ,NY,10590,WESTCHESTER ,2017,TESLA,4DSD,ELECTRIC,4638,,,09/25/2017,09/07/2019,BL   ,N,N,N
VEH ,5YJSA1E26HF215529,PAS,NEW YORK       ,NY,10021,NEW YORK    ,2017,TESLA,4DSD,ELECTRIC,4638,,,09/23/2017,09/22/2019,GY   ,N,N,N
VEH ,5YJSA1E26HF215028,PAS,HSTNGS ON HDSN ,NY,10706,WESTCHESTER ,2017,TESLA,4DSD,ELECTRIC,4726,,,09/29/2017,09/28/2019,GY   ,N,N,N
VEH ,5YJSA1E26HF214851,PAS,OLD WESTBURY   ,NY,11568,NASSAU      ,2017,TESLA,4DSD,ELECTRIC,4638,,,09/11/2018,09/18/2020,BK   ,N,N,N
VEH ,5YJSA1E26HF213831,PAS,SAINT JAMES    ,NY,11780,SUFFOLK     ,2017,TESLA,4DSD,ELECTRIC,4930,,,09/25/2017,09/24/2019,BK   ,N,N,N
VEH ,5YJSA1E26HF210847,PAS,MONROE         ,NY,10950,ORANGE      ,2017,TESLA,4DSD,ELECTRIC,4638,,,09/05/2017,09/04/2019,BL   ,N,N,N
VEH ,5YJSA1E26HF209830,PAS,WARWICK        ,NY,10990,ORANGE      ,2017,TESLA,4DSD,ELECTRIC,4638,,,09/09/2017,09/08/2019,BK   ,N,N,N
