Record Type,VIN,Registration Class,City,State,Zip,County,Model Year,Make,Body Type,Fuel Type,Unladen Weight,Maximum Gross Weight,Passengers,Reg Valid Date,Reg Expiration Date,Color,Scofflaw Indicator,Suspension Indicator,Revocation Indicator
VEH ,8995             ,PAS,BUFFALO        ,NY,14207,ERIE        ,1913,DE/EL,2DSD,ELECTRIC,1100,,,05/31/2018,07/01/2020,MR   ,N,N,N
VEH ,607SR2131A       ,PAS,N SYRACUSE     ,NY,13212,ONONDAGA    ,1977,CITI ,2DSD,ELECTRIC,2590,,,11/21/2017,11/20/2019,RD   ,N,N,N
VEH ,537LS7D46CT083476,PAS,NEWFANE        ,NY,14108,NIAGARA     ,2012,AZURE,SUBN,ELECTRIC,4005,,,05/16/2017,05/17/2019,WH   ,N,N,N
VEH ,53TBH2MC1BE900166,PAS,ROCKVILLE CTR  ,NY,11570,NASSAU      ,2011,THINK,2DSD,ELECTRIC,2348,,,04/18/2018,05/06/2020,RD   ,N,N,N
VEH ,53G1B4A47DB000347,PAS,BROOKLYN       ,NY,11223,KINGS       ,2013,CODA ,4DSD,ELECTRIC,3682,,,08/08/2018,08/07/2020,BK   ,N,N,N
VEH ,52CG6AGA9F0012958,PAS,BABYLON        ,NY,11702,SUFFOLK     ,2015,GEM  ,SUBN,ELECTRIC,1790,,,07/28/2017,08/31/2019,BL   ,N,N,N
VEH ,52CG2DGA4F0012198,PAS,ALBANY         ,NY,12222,ALBANY      ,2015,GEM  ,2DSD,ELECTRIC,1550,,,10/02/2017,09/30/2019,PR   ,N,N,N
VEH ,52CG2DGA0F0012196,PAS,ALBANY         ,NY,12222,ALBANY      ,2015,GEM  ,2DSD,ELECTRIC,1550,,,09/19/2017,10/31/2019,YW   ,N,N,N
VEH ,5YJ3E1EB9JF075183,PAS,BROOKLYN       ,NY,11223,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/08/2018,09/07/2020,BL   ,N,N,N
VEH ,5YJ3E1EB9JF074146,PAS,LLOYD HARBOR   ,NY,11743,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/19/2018,09/18/2020,BL   ,N,N,N
VEH ,5YJ3E1EB9JF074082,PAS,OAKDALE        ,NY,11769,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/11/2018,08/15/2020,BL   ,N,N,N
VEH ,5YJ3E1EB9JF072414,PAS,CROTON ON HDSN ,NY,10520,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/08/2018,09/07/2020,BK   ,N,N,N
VEH ,5YJ3E1EB9JF070534,PAS,MASSAPEQUA PK  ,NY,11762,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/31/2018,08/30/2020,BK   ,N,N,N
VEH ,5YJ3E1EB9JF070484,PAS,PORT WASHINGTN ,NY,11050,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/31/2018,08/30/2020,BK   ,N,N,N
VEH ,5YJ3E1EB9JF068914,PAS,STATEN ISLAND  ,NY,10305,RICHMOND    ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/29/2018,03/29/2020,GY   ,N,N,N
VEH ,5YJ3E1EB9JF068895,PAS,MAMARONECK     ,NY,10543,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/20/2018,08/19/2020,BK   ,N,N,N
VEH ,5YJ3E1EB9JF068072,PAS,NEW HYDE PARK  ,NY,11040,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/19/2018,09/18/2020,BK   ,N,N,N
VEH ,5YJ3E1EB9JF068010,PAS,SCARSDALE      ,NY,10583,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/03/2018,08/31/2020,BK   ,N,N,N
VEH ,5YJ3E1EB9JF067603,PAS,GREAT NECK     ,NY,11020,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/27/2018,08/26/2020,WH   ,N,N,N
VEH ,5YJ3E1EB9JF067391,PAS,DOUGLASTON     ,NY,11362,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/30/2018,08/29/2020,BK   ,N,N,N
VEH ,5YJ3E1EB9JF067374,PAS,HOPEWELLB JCT  ,NY,12533,DUTCHESS    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/12/2018,09/11/2020,BK   ,N,N,N
VEH ,5YJ3E1EB9JF066726,PAS,YONKERS        ,NY,10710,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/03/2018,09/02/2020,WH   ,N,N,N
VEH ,5YJ3E1EB9JF066368,PAS,NEW PALTZ      ,NY,12561,ULSTER      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/15/2018,09/14/2020,GY   ,N,N,N
VEH ,5YJ3E1EB9JF066161,PAS,RYE            ,NY,10580,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3869,,,09/14/2018,09/13/2020,GY   ,N,N,N
VEH ,5YJ3E1EB9JF066127,PAS,DOBBS FERRY    ,NY,10522,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/01/2018,08/31/2020,GY   ,N,N,N
VEH ,5YJ3E1EB9JF065981,PAS,BAYPORT        ,NY,11705,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/15/2018,09/14/2020,GY   ,N,N,N
VEH ,5YJ3E1EB9JF065866,PAS,LINDENHURST    ,NY,11757,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/16/2018,08/15/2020,GY   ,N,N,N
VEH ,5YJ3E1EB9JF065060,PAS,DIX HILLS      ,NY,11746,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/08/2018,09/07/2020,GY   ,N,N,N
VEH ,5YJ3E1EB9JF064152,PAS,WAPPINGERS FLS ,NY,12590,DUTCHESS    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/15/2018,09/14/2020,RD   ,N,N,N
VEH ,5YJ3E1EB9JF063700,PAS,HUNTINGTON STA ,NY,11746,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/29/2018,02/05/2020,BL   ,N,N,N
VEH ,5YJ3E1EB9JF063597,PAS,NEW YORK       ,NY,10003,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/25/2018,08/24/2020,BL   ,N,N,N
VEH ,5YJ3E1EB9JF056004,PAS,STATEN ISLAND  ,NY,10304,RICHMOND    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/05/2018,09/04/2020,GY   ,N,N,N
VEH ,5YJ3E1EB9JF055080,PAS,JERICHO        ,NY,11753,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/01/2018,04/04/2019,WH   ,N,N,N
VEH ,5YJ3E1EB9JF055015,PAS,ELMHURST       ,NY,11373,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/30/2018,08/29/2020,RD   ,N,N,N
VEH ,5YJ3E1EB9JF054897,PAS,MIDDLETOWN     ,NY,10940,ORANGE      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/10/2018,09/09/2020,GY   ,N,N,N
VEH ,5YJ3E1EB9JF054849,PAS,LONG IS CITY   ,NY,11101,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/29/2018,08/28/2020,GY   ,N,N,N
VEH ,5YJ3E1EB9JF054611,PAS,HUNTINGTON     ,NY,11743,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/15/2018,09/14/2020,WH   ,N,N,N
VEH ,5YJ3E1EB9JF054477,PAS,MANHASSET HIL  ,NY,11040,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/09/2018,10/18/2019,GY   ,N,N,N
VEH ,5YJ3E1EB9JF054446,PAS,NEW YORK       ,NY,10036,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/26/2018,10/06/2019,GY   ,N,N,N
VEH ,5YJ3E1EB9JF054432,PAS,BRONX          ,NY,10473,BRONX       ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/09/2018,09/08/2020,BL   ,N,N,N
VEH ,5YJ3E1EB9JF054334,PAS,BROOKLYN       ,NY,11222,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/08/2018,09/07/2020,GY   ,N,N,N
VEH ,5YJ3E1EB9JF054088,PAS,LAKE GEORGE    ,NY,12845,WARREN      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/08/2018,08/07/2020,BK   ,N,N,N
VEH ,5YJ3E1EB8JF096073,PAS,BROOKLYN       ,NY,11238,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/20/2018,04/27/2019,GY   ,N,N,N
VEH ,5YJ3E1EB8JF088202,PAS,EAST MEADOW    ,NY,11554,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/11/2018,09/10/2020,BL   ,N,N,N
VEH ,5YJ3E1EB8JF079113,PAS,AIRMONT        ,NY,10952,ROCKLAND    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/04/2018,09/03/2020,GY   ,N,N,N
VEH ,5YJ3E1EB8JF076986,PAS,REXFORD        ,NY,12148,SARATOGA    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/17/2018,09/29/2019,GY   ,N,N,N
VEH ,5YJ3E1EB8JF070475,PAS,SCARSDALE      ,NY,10583,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/01/2018,08/31/2020,BK   ,N,N,N
VEH ,5YJ3E1EB8JF068869,PAS,WHITESTONE     ,NY,11357,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/28/2018,08/27/2020,GY   ,N,N,N
VEH ,5YJ3E1EB8JF068709,PAS,FLUSHING       ,NY,11354,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/23/2018,08/22/2020,GY   ,N,N,N
VEH ,5YJ3E1EB8JF068581,PAS,BROOKLYN       ,NY,11238,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/14/2018,09/13/2020,GY   ,N,N,N
VEH ,5YJ3E1EB8JF068337,PAS,BUFFALO        ,NY,14216,ERIE        ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/17/2018,09/16/2020,BK   ,N,N,N
VEH ,5YJ3E1EB8JF068161,PAS,HUNTINGTON     ,NY,11743,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/05/2018,09/04/2020,BK   ,N,N,N
VEH ,5YJ3E1EB8JF068127,PAS,NESCONSET      ,NY,11767,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/01/2018,08/31/2020,BK   ,N,N,N
VEH ,5YJ3E1EB8JF068032,PAS,SYOSSET        ,NY,11791,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/11/2018,09/10/2020,BK   ,N,N,N
VEH ,5YJ3E1EB8JF068029,PAS,WOODMERE       ,NY,11598,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/20/2018,09/19/2020,BK   ,N,N,N
VEH ,5YJ3E1EB8JF067978,PAS,L I C          ,NY,11109,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/01/2018,08/31/2020,BK   ,N,N,N
VEH ,5YJ3E1EB8JF066930,PAS,WARWICK        ,NY,10990,ORANGE      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/31/2018,09/29/2020,WH   ,N,N,N
VEH ,5YJ3E1EB8JF066698,PAS,ALBERTSON      ,NY,11507,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/01/2018,08/31/2020,WH   ,N,N,N
VEH ,5YJ3E1EB8JF066166,PAS,NEW YORK CITY  ,NY,10012,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/06/2018,09/05/2020,GY   ,N,N,N
VEH ,5YJ3E1EB8JF066104,PAS,CHESTNUT RIDGE ,NY,10977,ROCKLAND    ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/27/2018,08/26/2020,GY   ,N,N,N
VEH ,5YJ3E1EB8JF065955,PAS,ASTORIA        ,NY,11105,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/21/2018,08/20/2020,GY   ,N,N,N
VEH ,5YJ3E1EB8JF065910,PAS,EAST HAMPTOM   ,NY,11937,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/20/2018,05/13/2019,GY   ,N,N,N
VEH ,5YJ3E1EB8JF065051,PAS,NORTHPORT      ,NY,11768,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/12/2018,09/11/2020,GY   ,N,N,N
VEH ,5YJ3E1EB8JF064496,PAS,STATEN ISLAND  ,NY,10314,RICHMOND    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/12/2018,09/11/2020,BL   ,N,N,N
VEH ,5YJ3E1EB8JF064062,PAS,NEW YORK       ,NY,10028,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/14/2018,09/13/2020,RD   ,N,N,N
VEH ,5YJ3E1EB8JF064059,PAS,MASSAPEQUA     ,NY,11758,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/27/2018,08/26/2020,RD   ,N,N,N
VEH ,5YJ3E1EB8JF063607,PAS,NEW YORK       ,NY,10013,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/29/2018,08/28/2020,BL   ,N,N,N
VEH ,5YJ3E1EB8JF056169,PAS,BROOKLYN       ,NY,11223,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/26/2018,08/25/2020,BL   ,N,N,N
VEH ,5YJ3E1EB8JF055121,PAS,WHITE PLAINS   ,NY,10601,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/12/2018,11/02/2019,BK   ,N,N,N
VEH ,5YJ3E1EB8JF054857,PAS,ELMHURST       ,NY,11373,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/23/2018,08/22/2020,GY   ,N,N,N
VEH ,5YJ3E1EB8JF054633,PAS,RYE            ,NY,10580,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/22/2018,10/11/2020,WH   ,N,N,N
VEH ,5YJ3E1EB8JF054535,PAS,NEW YORK CITY  ,NY,10038,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/07/2018,09/06/2020,RD   ,N,N,N
VEH ,5YJ3E1EB8JF054504,PAS,STATEN ISLAND  ,NY,10305,RICHMOND    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/12/2018,09/11/2020,RD   ,N,N,N
VEH ,5YJ3E1EB8JF054454,PAS,JERICHO        ,NY,11753,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/02/2018,09/01/2020,GY   ,N,N,N
VEH ,5YJ3E1EB8JF054437,PAS,NEW YORK CITY  ,NY,10024,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/10/2018,09/09/2020,GY   ,N,N,N
VEH ,5YJ3E1EB8JF054342,PAS,BEDFORD        ,NY,10506,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/29/2018,08/28/2020,GY   ,N,N,N
VEH ,5YJ3E1EB8JF054339,PAS,LARCHMONT      ,NY,10538,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/08/2018,09/07/2020,GY   ,N,N,N
VEH ,5YJ3E1EB8JF054325,PAS,NEW YORK CITY  ,NY,10069,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/01/2018,08/31/2020,GY   ,N,N,N
VEH ,5YJ3E1EB8JF054213,PAS,WOODSIDE       ,NY,11377,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/21/2018,09/20/2020,BL   ,N,N,N
VEH ,5YJ3E1EB8JF054194,PAS,STATEN ISLAND  ,NY,10306,RICHMOND    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/08/2018,09/07/2020,BL   ,N,N,N
VEH ,5YJ3E1EB7JF099949,PAS,KATONAH        ,NY,10536,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/20/2018,09/19/2020,WH   ,N,N,N
VEH ,5YJ3E1EB7JF096680,PAS,GARDEN CITY    ,NY,11530,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/12/2018,09/11/2020,GY   ,N,N,N
VEH ,5YJ3E1EB7JF096288,PAS,DIX HILLS      ,NY,11746,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/23/2018,09/22/2020,RD   ,N,N,N
VEH ,5YJ3E1EB7JF078597,PAS,HICKSVILLE     ,NY,11801,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/13/2018,09/12/2020,BK   ,N,N,N
VEH ,5YJ3E1EB7JF074971,PAS,NORTHPORT      ,NY,11768,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/29/2018,08/21/2019,GY   ,N,Y,N
VEH ,5YJ3E1EB7JF074856,PAS,MINEOLA        ,NY,11501,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/31/2018,08/30/2020,WH   ,N,N,N
VEH ,5YJ3E1EB7JF074811,PAS,NEW YORK       ,NY,10013,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/29/2018,08/31/2020,BK   ,N,N,N
VEH ,5YJ3E1EB7JF073867,PAS,SAINT JAMES    ,NY,11780,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/10/2018,08/09/2020,WH   ,N,N,N
VEH ,5YJ3E1EB7JF073822,PAS,MINEOLA        ,NY,11501,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/13/2018,09/12/2020,WH   ,N,N,N
VEH ,5YJ3E1EB7JF073626,PAS,WOODMERE       ,NY,11598,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/08/2018,08/07/2020,GY   ,N,N,N
VEH ,5YJ3E1EB7JF073383,PAS,LLOYD NECK     ,NY,11743,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/13/2018,07/29/2019,RD   ,N,N,N
VEH ,5YJ3E1EB7JF073349,PAS,POTSDAM        ,NY,13676,ST LAWRENCE ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/13/2018,08/12/2020,RD   ,N,N,N
VEH ,5YJ3E1EB7JF072962,PAS,STATEN ISLAND  ,NY,10301,RICHMOND    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/12/2018,09/11/2020,GY   ,N,N,N
VEH ,5YJ3E1EB7JF070547,PAS,L I C          ,NY,11101,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/06/2018,09/05/2020,BK   ,N,N,N
VEH ,5YJ3E1EB7JF070516,PAS,BROOKLYN       ,NY,11201,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/14/2018,09/13/2020,BK   ,N,N,N
VEH ,5YJ3E1EB7JF069737,PAS,BAYPORT        ,NY,11705,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/19/2018,09/18/2020,BK   ,N,N,N
VEH ,5YJ3E1EB7JF068748,PAS,NEW YORK CITY  ,NY,10025,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/30/2018,08/29/2020,GY   ,N,N,N
VEH ,5YJ3E1EB7JF068703,PAS,YORKTOWN HGTS  ,NY,10598,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/05/2018,09/04/2020,GY   ,N,N,N
VEH ,5YJ3E1EB7JF068040,PAS,WAPPINGRS FLLS ,NY,12590,DUTCHESS    ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/31/2018,08/30/2020,BK   ,N,N,N
VEH ,5YJ3E1EB7JF067373,PAS,DIX HILLS      ,NY,11746,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/07/2018,09/06/2020,BK   ,N,N,N
VEH ,5YJ3E1EB7JF066188,PAS,STONE RIDGE    ,NY,12484,ULSTER      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/13/2018,01/03/2020,GY   ,N,N,N
VEH ,5YJ3E1EB7JF066126,PAS,NEW YORK CITY  ,NY,10010,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/09/2018,09/08/2020,GY   ,N,N,N
VEH ,5YJ3E1EB7JF066093,PAS,BROOKLYN       ,NY,11217,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/08/2018,09/07/2020,GY   ,N,N,N
VEH ,5YJ3E1EB7JF065476,PAS,BROOKLYN       ,NY,11234,KINGS       ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/08/2018,09/07/2020,RD   ,N,N,N
VEH ,5YJ3E1EB7JF065137,PAS,SYOSSET        ,NY,11791,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/31/2018,08/30/2020,GY   ,N,N,N
VEH ,5YJ3E1EB7JF065123,PAS,STATEN ISLAND  ,NY,10314,RICHMOND    ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/23/2018,08/22/2020,GY   ,N,N,N
VEH ,5YJ3E1EB7JF064487,PAS,FREEVILLE      ,NY,13068,TOMPKINS    ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/31/2018,08/30/2020,BL   ,N,N,N
VEH ,5YJ3E1EB7JF064456,PAS,COLD SPRNG HBR ,NY,11724,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/07/2018,09/06/2020,BL   ,N,N,N
VEH ,5YJ3E1EB7JF064442,PAS,MANHASSET      ,NY,11030,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/13/2018,09/12/2020,BL   ,N,N,N
VEH ,5YJ3E1EB7JF064375,PAS,MANLIUS        ,NY,13104,ONONDAGA    ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/30/2018,09/27/2019,BL   ,N,N,N
VEH ,5YJ3E1EB7JF064148,PAS,PELHAM         ,NY,10803,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/10/2018,08/28/2020,RD   ,N,N,N
VEH ,5YJ3E1EB7JF064120,PAS,OLD BETHPAGE   ,NY,11804,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/22/2018,10/02/2020,RD   ,N,N,N
VEH ,5YJ3E1EB7JF063632,PAS,NEW YORK CITY  ,NY,10013,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/06/2018,09/05/2020,BL   ,N,N,N
VEH ,5YJ3E1EB7JF054803,PAS,LINDENHURST    ,NY,11757,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/28/2018,03/09/2019,BL   ,N,N,N
VEH ,5YJ3E1EB7JF054560,PAS,MOUNT SINAI    ,NY,11766,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/18/2018,08/17/2020,RD   ,N,N,N
VEH ,5YJ3E1EB7JF054381,PAS,SYOSSET        ,NY,11791,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/15/2018,09/14/2020,GY   ,N,N,N
VEH ,5YJ3E1EB7JF054316,PAS,NEW YORK CITY  ,NY,10023,NEW YORK    ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/12/2018,08/11/2020,GY   ,N,N,N
VEH ,5YJ3E1EB7JF054283,PAS,PT WASHINGTON  ,NY,11050,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/25/2018,08/24/2020,GY   ,N,N,N
VEH ,5YJ3E1EB7JF054168,PAS,HICKSVILLE     ,NY,11801,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/15/2018,09/14/2020,BL   ,N,N,N
VEH ,5YJ3E1EB7JF054140,PAS,BRIARCLIFF MNR ,NY,10510,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/17/2018,08/16/2020,BL   ,N,N,N
VEH ,5YJ3E1EB7JF054090,PAS,HSTNGS ON HDSN ,NY,10706,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/25/2018,08/24/2020,BK   ,N,N,N
VEH ,5YJ3E1EB6JF095942,PAS,EAST SETAUKET  ,NY,11733,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/21/2018,09/20/2020,BK   ,N,N,N
VEH ,5YJ3E1EB6JF074394,PAS,PITTSFORD      ,NY,14534,MONROE      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/08/2018,09/07/2020,GY   ,N,N,N
VEH ,5YJ3E1EB6JF072015,PAS,BRIGHTWATERS   ,NY,11718,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/28/2018,08/19/2019,BK   ,N,N,N
VEH ,5YJ3E1EB6JF068918,PAS,HARRISON       ,NY,10528,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/27/2018,08/26/2020,GY   ,N,N,N
VEH ,5YJ3E1EB6JF068854,PAS,GLEN COVE      ,NY,11542,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/29/2018,08/28/2020,GY   ,N,N,N
VEH ,5YJ3E1EB6JF068711,PAS,SYOSSET        ,NY,11791,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/14/2018,09/13/2020,GY   ,N,N,N
VEH ,5YJ3E1EB6JF068255,PAS,WOODSIDE       ,NY,11377,QUEENS      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/15/2018,09/14/2020,BK   ,N,N,N
VEH ,5YJ3E1EB6JF068238,PAS,WOODBURY       ,NY,11797,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/11/2018,08/04/2019,BK   ,N,N,N
VEH ,5YJ3E1EB6JF068174,PAS,PIERMONT       ,NY,10968,ROCKLAND    ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/06/2018,09/05/2020,BK   ,N,N,N
VEH ,5YJ3E1EB6JF068126,PAS,GREAT NECK     ,NY,11020,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/21/2018,09/20/2020,BK   ,N,N,N
VEH ,5YJ3E1EB6JF067669,PAS,LOCKPORT       ,NY,14094,NIAGARA     ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/31/2018,08/30/2020,WH   ,N,N,N
VEH ,5YJ3E1EB6JF066957,PAS,RYE BROOK      ,NY,10573,WESTCHESTER ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/12/2018,09/11/2020,WH   ,N,N,N
VEH ,5YJ3E1EB6JF066845,PAS,MIDDLETOWN     ,NY,10940,ORANGE      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/13/2018,09/12/2020,WH   ,N,N,N
VEH ,5YJ3E1EB6JF066831,PAS,SAG HARBOR     ,NY,11963,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/16/2018,09/15/2020,WH   ,N,N,N
VEH ,5YJ3E1EB6JF066828,PAS,GREAT NECK     ,NY,11021,NASSAU      ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/14/2018,09/13/2020,WH   ,N,N,N
VEH ,5YJ3E1EB6JF066702,PAS,SETAUKET       ,NY,11733,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,08/29/2018,08/28/2020,WH   ,N,N,N
VEH ,5YJ3E1EB6JF066134,PAS,PT JEFF STA    ,NY,11776,SUFFOLK     ,2018,TESLA,4DSD,ELECTRIC,3865,,,09/01/2018,03/30/2020,GY   ,N,N,N
